Song,cluster,Title,Quadrant
MT0028752173,0,Duppy Conqueror,Q4
MT0028753982,1,I Love the Winter Weather/I've Got My Love to Keep Me Warm,Q4
MT0028754256,0,Altar of Sacrifice,Q2
MT0028758101,0,All Souls Night,Q4
MT0028772639,0,I Wanna Be Me,Q2
MT0028790582,0,Elbow a Nigga,Q2
MT0028798040,0,Good Mourning/Black Friday,Q2
MT0028798502,1,You Make Me Feel So Young,Q4
MT0028810869,0,Can't Stand You,Q2
MT0028813190,0,Live Undead,Q2
MT0028813196,1,More Than a Girl,Q4
MT0028888763,1,I Can't Believe That You've Stopped Loving Me,Q3
MT0028915582,1,Good as I Was to You,Q3
MT0028937743,0,Half a Boy and Half a Man,Q1
MT0028942506,1,The Very Thought of You,Q4
MT0029065626,1,Hercules,Q1
MT0029091265,1,Just a Closer Walk with The,Q4
MT0029133325,1,Tomorrow Started,Q3
MT0029166572,1,Baby!,Q3
MT0029196396,0,Seven,Q2
MT0029772184,0,Get Raped,Q2
MT0029825641,1,Sanctify Yourself,Q1
MT0029861029,1,Untrue Blues,Q3
MT0030006612,1,I Wish That I Could Be You,Q4
MT0030007733,0,Creation,Q4
MT0030074137,1,I'm Going to Stop Pretending That I Didn't Break Your Heart,Q3
MT0030097307,1,Train Train,Q3
MT0030097602,0,Sand and Foam,Q4
MT0030160582,0,This Is Madness,Q2
MT0030177407,0,Suspicion,Q2
MT0030184605,1,Give Me It,Q2
MT0030203700,1,All over Town,Q3
MT0030203729,0,So Fucked Up,Q2
MT0030211400,1,Shield Your Eyes,Q2
MT0030212531,0,Long Black Veil,Q4
MT0030214520,0,Forgotten,Q2
MT0030233759,0,Juggernaut,Q2
MT0030247926,1,Prison Blues Come Down on Me,Q3
MT0030248025,1,Cabaret,Q1
MT0030289937,1,Billie's Blues,Q3
MT0030291182,0,Split Open and Melt,Q1
MT0030319227,1,Danke Schoen,Q4
MT0030324011,0,Dope Hat,Q2
MT0030327630,0,Their Law,Q2
MT0030349080,1,Lookin' for a Love,Q1
MT0030362174,1,Someone,Q4
MT0030362299,1,Lover,Q1
MT0030369896,1,The Thoughts of Mary Jane,Q4
MT0030407300,1,Sexy Dancer,Q1
MT0030438262,0,London You're a Lady,Q4
MT0030481692,1,"Baby, What You Want Me to Do",Q4
MT0030484925,1,I've Been Working,Q1
MT0030487841,1,Midnight Creeper,Q1
MT0030489320,0,Legends,Q2
MT0030499533,1,Lately,Q4
MT0030504803,0,Burger Queen,Q3
MT0030646708,1,What Am I Doing Hangin' 'Round,Q4
MT0030968017,1,You Hurt Me,Q3
MT0031024722,0,Pretty Boy Floyd,Q4
MT0031049140,0,If I Ever Thought You'd Be Lonely,Q3
MT0031375281,0,Born Again,Q4
MT0031548988,1,Finger Poppin' Time,Q1
MT0031555265,0,City of Light Restrung,Q2
MT0031574394,1,All Over You,Q1
MT0031618741,1,Does Anybody Hear Her,Q4
MT0031626819,1,Walk Right Back,Q4
MT0031661393,0,Gilmore's,Q2
MT0031664726,1,Say I,Q1
MT0031693432,1,Death Letter Blues,Q3
MT0031726825,1,Vanilla,Q2
MT0031733848,1,You Go to My Head,Q4
MT0031826295,1,Help Me Hold On,Q4
MT0031826774,1,God Rest Ye Merry Gentlemen,Q4
MT0031834881,1,Summer Days,Q1
MT0031841471,1,That's When I See the Blue (In Your Pretty Brown Eyes),Q3
MT0031861483,0,(Get A) Grip (On Yourself) '89,Q2
MT0031868141,1,Rhythm Divine,Q1
MT0031875986,0,A Man in Your Head,Q2
MT0031893087,1,Let Love Rule,Q4
MT0031903528,1,Somewhere,Q3
MT0031912859,0,The Fool on the Hill,Q4
MT0031917087,1,Ain't Nothin' But Love,Q1
MT0031919561,0,Scapegoat,Q2
MT0031924755,0,Kizz My Black Azz,Q2
MT0031925901,0,Don't Get Caught,Q2
MT0031939057,1,If You Don't Want to See Santa Claus Cry,Q4
MT0031964947,0,Berkertex Bribe,Q2
MT0031979912,1,When I Write the Book,Q1
MT0031996487,1,Blood Sun,Q4
MT0031996897,1,Rock 'N' Roll Outlaw,Q1
MT0032001427,1,Another Day,Q4
MT0032048707,0,Waterloo Sunset,Q4
MT0032050779,1,Wake Up Dead,Q2
MT0032060949,1,Rollin' With the Flow,Q4
MT0032061091,1,One of These Mornings,Q1
MT0032093528,1,East of the Sun,Q4
MT0032157716,0,Trigga Happy Nigga,Q2
MT0032235381,1,Bandstand Boogie,Q1
MT0032332758,1,Push Up on Me,Q1
MT0032405359,1,Concetta,Q4
MT0032628164,1,We Three Kings,Q4
MT0032643023,0,I'm Bored,Q3
MT0032651589,0,Last of the Mohicans,Q2
MT0032665811,0,Critical Mass,Q2
MT0032673223,1,I Got a Woman,Q1
MT0032682675,1,You Are Here,Q4
MT0032701682,1,Burning Up,Q1
MT0032723940,1,Still,Q4
MT0032757175,1,Maybe I'm Right,Q3
MT0032768117,1,Loving Pauper,Q4
MT0032768122,0,Twisted,Q1
MT0032778604,1,You Are My Angel,Q4
MT0032782452,0,Da Booty,Q1
MT0032892262,1,Let Me,Q1
MT0032957418,0,Still Grimey,Q2
MT0033061162,0,Animal Farm [Mono Version],Q4
MT0033097471,0,It's Murda,Q2
MT0033155511,0,Dirt,Q2
MT0033159895,1,What Am I Gonna Do,Q3
MT0033218453,1,Dimming of the Day,Q4
MT0033226848,1,Empathy,Q3
MT0033252621,0,Scarface Groove,Q2
MT0033258989,1,Young Love,Q4
MT0033262254,1,Don't Throw Your Love on Me So Strong,Q4
MT0033262547,1,"Take Me Home, Country Roads",Q4
MT0033287096,0,Allegiance,Q2
MT0033319941,1,Receiver,Q3
MT0033345959,1,While the Music Plays On,Q3
MT0033376569,1,Unique Is My Dove,Q4
MT0033381821,1,Drag City,Q1
MT0033391277,1,April Come She Will,Q4
MT0033397942,1,Last Date,Q4
MT0033410438,1,You Brought a New Kind of Love to Me,Q4
MT0033430737,1,She Got Me (When She Got Her Dress On),Q1
MT0033459750,0,Epistle to Derroll,Q4
MT0033470806,0,More Trife Life,Q2
MT0033473090,1,Sunny,Q4
MT0033493473,1,Silent Night,Q4
MT0033512773,1,Do You Believe in Love,Q1
MT0033717316,1,Mine,Q1
MT0033733581,0,Door Peep,Q4
MT0033818006,1,Mary Pickford,Q4
MT0033841575,1,"Break Me, Shake Me",Q1
MT0033958450,1,Little Saint Nick's Drive In,Q1
MT0033974184,0,The Hard Road Restrung,Q2
MT0033987987,1,Young Girl Bluez,Q4
MT0033993440,1,Zion in a Vision,Q4
MT0034013916,0,Kung Fu You,Q2
MT0034064577,1,Heartbreaker,Q1
MT0034094847,1,When She's Got Me (Where She Wants Me),Q3
MT0034113973,0,Your Emotions,Q2
MT0034125967,1,Lou's Got the Flu,Q1
MT0034136847,1,Sloppy Drunk Blues,Q3
MT0034138322,1,I'm Gonna Move to the Outskirts of Town,Q4
MT0034191542,1,Snowflakes of Love,Q4
MT0034197846,1,Billie's Blues,Q3
MT0034211183,1,Rocket in My Pocket,Q1
MT0034225020,1,You're My Home,Q4
MT0034230990,1,Celtic Ray,Q4
MT0034403159,1,Twist/Run/Repulsion,Q2
MT0034403951,0,Strong Box,Q2
MT0034410340,1,No Rollin' Blues,Q3
MT0034422157,1,Writer in the Sun,Q4
MT0034426806,0,I'm in Pain,Q2
MT0034429136,1,Wood Cabin,Q4
MT0034518366,0,Enemy,Q3
MT0034549623,1,When Two World Collides,Q3
MT0034551604,0,He Set Me Free,Q4
MT0034552648,1,Girl Talk,Q1
MT0034560618,0,Life to Go,Q3
MT0034563474,1,She's a Woman,Q1
MT0034574251,0,God Loves a Drunk,Q3
MT0034577404,1,Spirit Voices,Q4
MT0034670435,0,Charagma,Q2
MT0034677542,0,Let's Talk About Sex,Q1
MT0034694413,0,New World,Q2
MT0034706827,1,Prelude to a Kiss,Q4
MT0034800740,1,One Step Ahead,Q3
MT0034852831,1,Dance with Me,Q1
MT0034988131,1,How Sweet It Is (To Be Loved by You),Q1
MT0034991842,0,Teenage Warning,Q2
MT0034992204,1,Farewell Andromeda (Welcome to My Morning),Q4
MT0034992958,0,Slavery Days,Q4
MT0034996484,0,You Give Me the Creeps,Q2
MT0035037927,1,A Natural Woman,Q1
MT0035108409,0,Your Rocky Spine,Q4
MT0035119161,1,Dixie Lily,Q4
MT0035241675,0,I Am the Establishment,Q2
MT0035285414,0,Deth Kult Social Club,Q2
MT0035316286,0,Brother Harold Dee,Q3
MT0035322836,0,Pay to Cum,Q2
MT0035332435,1,I Know Where It's At,Q1
MT0035332835,0,In Sufferance,Q2
MT0035833639,1,Love on the Line,Q3
MT0035974809,1,The Dance,Q3
MT0035974819,1,By Her Side [Acoustic Version],Q3
MT0036111757,0,Drugs Of Youth,Q2
MT0036368550,1,Dynamite,Q1
MT0039250520,0,Fight the Power [Flavor Flav Meets Spike Lee],Q2
MT0041030749,1,A Cradle in Bethlehem,Q4
