Song,Quadrant,Title,Genres
MT0006181559,Q4,Christmas Night in Harlem,"Holiday, Jazz, Vocal"
MT0006188933,Q1,Bob Dylan's Blues,"Folk, Pop/Rock"
MT0006196650,Q1,A Town Called Paradise,Pop/Rock
MT0006232679,Q1,She Be the One,"Latin, Pop/Rock"
MT0006239603,Q1,Baby Makin' Hips,R&B
MT0006256204,Q2,FFF,Pop/Rock
MT0006324704,Q4,Fairy Tale,"International, Pop/Rock"
MT0006348382,Q4,All Good Things,Country
MT0006356406,Q2,Sin,Pop/Rock
MT0006357085,Q1,Turn on the Night,"Electronic, Pop/Rock"
MT0006357849,Q1,Slings and Arrows,"Electronic, Pop/Rock"
MT0006365604,Q2,Armed Robbery,Rap
MT0006367176,Q1,I Will Survive,"Latin, Pop/Rock"
MT0006391732,Q2,King of the Stereo,Pop/Rock
MT0006397809,Q3,Oh Girl,Reggae
MT0006400514,Q3,The Butcher,"Folk, Pop/Rock"
MT0006406298,Q1,Sally Sue Brown,Pop/Rock
MT0006409530,Q2,Use the Man,Pop/Rock
MT0006410285,Q3,No Sympathy,Reggae
MT0006417602,Q3,What Happened,Country
MT0006421356,Q3,Faking Love,Country
MT0006431184,Q1,Talkin' New York,Folk
MT0006431807,Q1,Beer for My Horses,Country
MT0006434833,Q2,Shut the Fuck Up,"Electronic, International, Pop/Rock"
MT0006475078,Q4,You're the Right One,Vocal
MT0006475970,Q1,Swingin',R&B
MT0006484633,Q2,A Time to Die,"Electronic, International, Pop/Rock"
MT0006487635,Q2,Crimson Snow,"International, Pop/Rock"
MT0006492385,Q3,Foolin' Myself,"Blues, Jazz, Vocal"
MT0006497092,Q2,We Are Add N to X,"Electronic, Pop/Rock"
MT0006510599,Q2,Dead Men Don't Rape,Pop/Rock
MT0006514225,Q1,The Rising,Pop/Rock
MT0006522591,Q3,My City of Ruins,Pop/Rock
MT0006528309,Q1,"Sweet Music, Soft Lights and You","Electronic, R&B"
MT0006531857,Q2,Of Mercury and Mercury,"Electronic, Pop/Rock"
MT0006536592,Q1,Think I'm in Love,Pop/Rock
MT0006540794,Q1,Look at Little Sister,"Pop/Rock, R&B"
MT0006545202,Q2,Glitches Will Tell,"Electronic, International, Pop/Rock"
MT0006552038,Q2,Keeping the Cadaver Dogs Busy,"Electronic, International, Pop/Rock"
MT0006553309,Q1,Juliet,Country
MT0006553914,Q2,Fit But You Know It,Electronic
MT0006559667,Q2,Mindbreaker,"Electronic, International, Pop/Rock"
MT0006573563,Q2,Phased,"Electronic, Pop/Rock"
MT0006587635,Q2,Traces of the Past,"Electronic, International, Pop/Rock"
MT0006587819,Q4,Before Sleep Comes,"Folk, Pop/Rock"
MT0006612877,Q2,Acid With Acid - Piece by Piece,"Electronic, International, Pop/Rock"
MT0006633147,Q1,Moonlight Lady,Latin
MT0006635536,Q3,Shiny Things,"Folk, Pop/Rock"
MT0006640142,Q2,Wrath,Reggae
MT0006641042,Q2,First Weapon of Choice,"Electronic, International, Pop/Rock"
MT0006654122,Q3,Cardiff,Pop/Rock
MT0006683265,Q2,Secrets of Sumerian Sphynxology,"Electronic, Pop/Rock"
MT0006683875,Q1,Mary's Place,Pop/Rock
MT0006695707,Q2,Beast and the Harlot,Pop/Rock
MT0006696329,Q4,Land of Opportunity,"New Age, Pop/Rock, Religious"
MT0006708402,Q3,Mr. Jones (Ballad of a Thin Man),Pop/Rock
MT0006713730,Q3,Widow's Grove,"Folk, Pop/Rock"
MT0006723128,Q2,Fuel the Hate,Pop/Rock
MT0006737689,Q2,Trashed and Scattered,Pop/Rock
MT0006742179,Q2,Misery Man,"Electronic, International, Pop/Rock"
MT0006746691,Q2,Voices,"Electronic, International, Pop/Rock"
MT0006747288,Q1,I'll Tell Me Ma,Folk
MT0006751087,Q2,Droppin' Plates,Pop/Rock
MT0006755411,Q1,Everything Is Everything,"Electronic, R&B"
MT0006761058,Q4,Think About You,"Pop/Rock, R&B"
MT0006761971,Q2,Mac and Brad,Rap
MT0006770955,Q1,Fun,"Pop/Rock, R&B"
MT0006771406,Q1,Crazy in Love,"Pop/Rock, R&B"
MT0006773580,Q2,Adeste Infidelis,"Electronic, International, Pop/Rock"
MT0006778622,Q2,Fit But You Know It,Electronic
MT0006784451,Q2,At Last,"Electronic, International, Pop/Rock"
MT0006788512,Q2,Angelskingarden,"Electronic, International, Pop/Rock"
MT0006790347,Q2,Enslaved of Bitterness,"International, Pop/Rock"
MT0006795758,Q2,What's My Name?,Rap
MT0006798861,Q2,Five More to Fix,"Electronic, International, Pop/Rock"
MT0006800841,Q2,Between Me and You,Rap
MT0006806145,Q2,I and I,Pop/Rock
MT0006810990,Q2,Care,Pop/Rock
MT0006813360,Q3,Is This Desire?,Pop/Rock
MT0006832360,Q2,The Calling,"Electronic, International, Pop/Rock"
MT0006833696,Q3,When You Leave That Way You Can Never Go Back,"Country, Pop/Rock"
MT0006839715,Q4,The Night Is Young,R&B
MT0006843007,Q1,Whatever You Need,Pop/Rock
MT0006846075,Q4,Caravan,"Jazz, Vocal"
MT0006876450,Q3,Heartbeat,Pop/Rock
MT0006877397,Q3,In Amber,Pop/Rock
MT0006879985,Q2,Ready to Die,Rap
MT0006880936,Q3,Tenant,Pop/Rock
MT0006911848,Q4,Dancing in the Dark,"Stage & Screen, Vocal"
MT0006914583,Q3,If I Could Only Fly,Country
MT0006919273,Q3,The Garden,Country
MT0006929157,Q2,Success,"Electronic, Rap"
MT0006933170,Q2,F.I.G.H.T.,Pop/Rock
MT0006937715,Q1,Be My Yoko Ono,Pop/Rock
MT0006939177,Q2,Phat ('N' All Dat),Rap
MT0006955099,Q3,No One But You,Country
MT0006955716,Q4,Little Drummer Boy,"Classical, Holiday, Vocal"
MT0006983241,Q4,Rudolph the Red-Nosed Reindeer,"Comedy/Spoken, Holiday"
MT0006991912,Q4,I've Got a Crush on You,"Jazz, Vocal"
MT0006993597,Q1,Try a Little Tenderness,R&B
MT0007013069,Q1,Pulling Rabbits Out of a Hat,Classical
MT0007037296,Q1,Everyone,"Electronic, Pop/Rock"
MT0007039082,Q4,Five Candles (You Were There),"Pop/Rock, Religious"
MT0007041751,Q4,Hands of the Potter,"Pop/Rock, Religious"
MT0007043504,Q2,Bichasniguz,Rap
MT0007051057,Q3,The Moon Is Rising,"Blues, R&B"
MT0007051188,Q4,I'll Fly Away,"Rap, Religious"
MT0007053424,Q4,Hum-Allah-Hum-Allah-Hum Allah,"Comedy/Spoken, Jazz"
MT0007057303,Q1,It's Like That [Main Version],"Electronic, Pop/Rock, R&B"
MT0007058512,Q2,Revenge,Pop/Rock
MT0007064420,Q4,You Brought a New Kind of Love to Me,"Jazz, Vocal"
MT0007067293,Q1,Amateur Hour,"Electronic, Pop/Rock"
MT0007071481,Q2,Bacdafucup,Rap
MT0007072562,Q1,Daddy Went Walkin',"Easy Listening, Pop/Rock"
MT0007072992,Q4,I've Got the World on a String,"Jazz, Vocal"
MT0007074655,Q2,Call to Arms,"International, Pop/Rock"
MT0007075838,Q2,Sleep Now in the Fire,Pop/Rock
MT0007081433,Q4,"Run Softly, Blue River","Country, Pop/Rock"
MT0007087238,Q4,Christmas Time (Greensleeves),"Comedy/Spoken, Holiday"
MT0007102148,Q3,I Know It's a Sin,"Blues, R&B"
MT0007102997,Q4,You'd Be So Nice to Come Home To,"Jazz, Vocal"
MT0007106784,Q3,A String to Your Heart,"Blues, R&B"
MT0007107079,Q4,"O Come, O Come, Emmanuel","R&B, Religious"
MT0007109938,Q2,Bad Influence,Rap
MT0007113915,Q3,Low Tide of the Night,"Electronic, Pop/Rock"
MT0007117290,Q1,Johnny B. Goode,"Electronic, Pop/Rock"
MT0007127869,Q2,Voice of the Voiceless,Pop/Rock
MT0007132421,Q1,Rhythm Is Gonna Get You,"Electronic, Latin, Pop/Rock"
MT0007136180,Q1,Spam,"Comedy/Spoken, Pop/Rock"
MT0007142175,Q4,I Did It for Alfie,Pop/Rock
MT0007147603,Q1,Messin' with the Kid,Blues
MT0007164275,Q2,American High,Pop/Rock
MT0007177899,Q3,Natural Blues,"Techno,Club/Dance,Electronic"
MT0007186714,Q4,Two of Us Together,Country
MT0007190016,Q1,All You Ever Think About Is Sex,Pop/Rock
MT0007193184,Q3,What Am I Waiting For,Country
MT0007199330,Q4,Let It Rain,"New Age, Pop/Rock, Religious"
MT0007210245,Q2,Mic Check,Pop/Rock
MT0007267489,Q4,Fallin' in Love,Country
MT0007269020,Q2,Sadist Ways,"Electronic, Pop/Rock"
MT0007276457,Q3,Let's Go (Nothing for Me),Pop/Rock
MT0007277070,Q4,Always on My Mind,"Country, Pop/Rock"
MT0007280044,Q3,Never Coming Home,Pop/Rock
MT0007282148,Q4,Salvador,"Folk, Pop/Rock"
MT0007329488,Q1,Control (Video Mix),"Electronic, Pop/Rock, R&B"
MT0007337206,Q2,Marmoset,Pop/Rock
MT0007340697,Q2,Boto (W) Rap,Pop/Rock
MT0007349422,Q2,Chrome & Paint,Rap
MT0007350911,Q1,I'm Hooked on You,"Jazz, R&B"
MT0007353661,Q4,The Thread,"Folk, Pop/Rock"
MT0007356476,Q4,All the Things You Are,"Stage & Screen, Vocal"
MT0007379700,Q2,You're Right,Pop/Rock
MT0007384768,Q1,Too Many,R&B
MT0007390015,Q1,Not Tonight,R&B
MT0007393408,Q2,Fun and Games,"Electronic, Pop/Rock"
MT0007401605,Q2,As the Palaces Burn,"Electronic, International, Pop/Rock"
MT0007410187,Q3,I Wish I Could Say the Same,Vocal
MT0007412399,Q3,Sally,"Pop/Rock, R&B"
MT0007412921,Q4,Namast�,"Electronic, Pop/Rock, Rap, Stage & Screen"
MT0007413949,Q2,Tribulation,"Electronic, Pop/Rock"
MT0007419064,Q1,Do You Remember Rock & Roll Radio?,Pop/Rock
MT0007421674,Q2,Caught Out There,R&B
MT0007423667,Q2,In Summary of What I Am,"Electronic, Pop/Rock"
MT0007433643,Q4,(Sittin' On) The Dock of the Bay,"Deep Soul,Southern Soul,Soul,R&B"
MT0007438571,Q3,Divorce Song,Pop/Rock
MT0007442223,Q2,Fall from Grace,"Electronic, Pop/Rock"
MT0007453719,Q4,Squeeze Me,"Jazz, Vocal"
MT0007477802,Q3,Cover to Cover,"Country, Pop/Rock"
MT0007493575,Q1,"Sing, Sing, Sing","Blues, Jazz, Vocal"
MT0007508173,Q1,Forca,Pop/Rock
MT0007522436,Q2,"Click, Clack - Get Back!",Rap
MT0007525777,Q3,Feelin' Sad,"Blues, R&B"
MT0007556029,Q4,"Hallelujah, I Love Her So","Folk, Vocal"
MT0007602902,Q2,August,Pop/Rock
MT0007607008,Q1,Gettin' Some,Rap
MT0007627521,Q2,Beneath the Crimson Vaults of Cydonia,"International, Pop/Rock"
MT0007644103,Q1,I Can't Stop,R&B
MT0007645808,Q2,Hood,Rap
MT0007659703,Q2,Beat the Bastards,Pop/Rock
MT0007663424,Q2,Serial Killer,Pop/Rock
MT0007696006,Q2,Prey,"Electronic, Pop/Rock"
MT0007728545,Q3,"Ring, Telephone, Ring",Vocal
MT0007730975,Q3,Don't Be Light,"Electronic, Pop/Rock"
MT0007733857,Q1,People Make the World Go 'Round,"Pop/Rock, R&B"
MT0007754554,Q3,Revenge,"Country, Pop/Rock"
MT0007757097,Q1,Your Love Don't Take a Backseat to Nothing,Country
MT0007766156,Q4,Moody's Mood for Love,"Jazz, Latin"
MT0007780282,Q2,State of the World Address,Pop/Rock
MT0007780572,Q2,The Day of Justice,"International, Pop/Rock"
MT0007785837,Q4,Medley: Ike's Rap III/Your Love Is So Doggone Good,R&B
MT0007795217,Q1,I Want You,Pop/Rock
MT0007797719,Q3,That's When Your Heartaches Begin,Vocal
MT0007805279,Q2,Ghetto Vet,Rap
MT0007806202,Q2,Transparent,"Electronic, International, Pop/Rock"
MT0007817748,Q4,Swing Down Chariot,"Country, Religious"
MT0007818252,Q2,Better Living Through Catastrophe,"International, Pop/Rock"
MT0007825188,Q2,Reflection,"International, Pop/Rock"
MT0007828167,Q4,Heart of Worship,"Country, Religious"
MT0007832902,Q2,Lost,"International, Pop/Rock"
MT0007841510,Q3,Excuse Me While I Break My Own Heart Tonight,"Country, Pop/Rock"
MT0007859380,Q1,Drive My Car,"Jazz, Vocal"
MT0007860263,Q3,My Last Affair,"Blues, Jazz, Vocal"
MT0007866540,Q2,"After Dollars, No Cents",Rap
MT0007868583,Q1,I'm Alright,Pop/Rock
MT0007886392,Q1,Simple Pleasures,"Jazz, Vocal"
MT0007906518,Q2,"You Punch Me, I Punch You",Pop/Rock
MT0007912800,Q4,I Need Love,Rap
MT0007924549,Q2,Shortfall,"International, Pop/Rock"
MT0007926918,Q2,Luxlo Flaming Deluxlo,Pop/Rock
MT0007934529,Q2,Worldly Whys,"International, Pop/Rock"
MT0007939281,Q2,Incline,"International, Pop/Rock"
MT0007959122,Q2,Beyond a Doubt,"Electronic, Pop/Rock"
MT0007961100,Q2,Time Folding Machine,"International, Pop/Rock"
MT0007983016,Q4,Hickory Wind,Pop/Rock
MT0007990460,Q3,I Gotta Right to Know,Country
MT0007991638,Q2,Corpse Is Corpse,"Electronic, Pop/Rock"
MT0007999856,Q2,Fun and Games,Pop/Rock
MT0008022729,Q2,World Destruction,"Electronic, Pop/Rock, Rap"
MT0008029439,Q1,I Love This Bar,Country
MT0008045785,Q2,Breakdown,"Electronic, International, Pop/Rock"
MT0008046899,Q1,Whiskey Girl,Country
MT0008077878,Q2,Cut It Dude,Pop/Rock
MT0008084656,Q2,Pennywise,Pop/Rock
MT0008105399,Q1,If I Was Jesus,Country
MT0008113039,Q1,"Don't Leave, I Think I Love You",Country
MT0008120072,Q3,I Told You Baby,"Blues, R&B"
MT0008121446,Q3,Peavine,Blues
MT0008130158,Q2,I Am a Revenant,"Electronic, International, Pop/Rock"
MT0008131425,Q1,Danke Schoen,Jazz
MT0008138963,Q3,A Cheat,"Country, Pop/Rock"
MT0008147388,Q2,War Zone,Pop/Rock
MT0008149831,Q2,Here Comes the Pain,Pop/Rock
MT0008154135,Q4,I Think It's Going to Rain Today,Pop/Rock
MT0008166431,Q1,Don't Stop,"Electronic, Pop/Rock"
MT0008184180,Q2,Threshold,Pop/Rock
MT0008191737,Q3,What Do You Want with His Love,Country
MT0008211502,Q1,Laser Love,Pop/Rock
MT0008236217,Q1,It's a Beautiful Day (Reprise),Pop/Rock
MT0008236389,Q2,It's All Over But the Shoutin',"Electronic, R&B"
MT0008237717,Q1,It Takes a Good Woman,"Pop/Rock, R&B"
MT0008241153,Q3,You're Gonna Need My Help,"Blues, R&B"
MT0008276763,Q1,Black Coffee,"Electronic, Pop/Rock"
MT0008277765,Q4,H.A.R.M.A.R.,"Electronic, Rap"
MT0008279825,Q3,Help Me Understand,Country
MT0008296972,Q3,Blue You,"Pop/Rock, Vocal"
MT0008307409,Q4,Picture Perfect Morning,"Folk, Pop/Rock"
MT0008307905,Q2,You Take Part in Creating the System [Bonus Track],Pop/Rock
MT0008308461,Q1,Don't Tell Me,"Electronic, Pop/Rock"
MT0008313843,Q1,Black and Blue,Pop/Rock
MT0008327012,Q3,I'll Change My Style,"Blues, R&B"
MT0008345160,Q1,Da' Dip,"Electronic, Rap"
MT0008347586,Q2,Famlay Freestyle,Rap
MT0008350331,Q2,Down Payment Blues,Pop/Rock
MT0008352590,Q2,F*** You,Rap
MT0008361425,Q2,GM2 1,Pop/Rock
MT0008363189,Q1,Magic Road,R&B
MT0008363839,Q1,Try Jesus,Religious
MT0008368311,Q3,Last Night I Lost the Best Friend I Ever Had,Blues
MT0008371251,Q1,Divine,R&B
MT0008375464,Q3,Love Comes Quickly,"Electronic, Pop/Rock"
MT0008385501,Q2,Vortex,Pop/Rock
MT0008386252,Q2,Fight or Die,"Electronic, International, Pop/Rock"
MT0008394478,Q1,Easy Money,"Pop/Rock, R&B"
MT0008401073,Q1,Texas Cookin',"Country, Pop/Rock"
MT0008408635,Q4,Just as I Am,Religious
MT0008411611,Q3,Springdale Blues,"Blues, Country"
MT0008421113,Q2,Filthy Little Secret,Pop/Rock
MT0008421900,Q4,Over the Next Hill (We'll Be Home),"Country, Pop/Rock, Religious"
MT0008425062,Q2,Transmission,Pop/Rock
MT0008425616,Q2,Breed Apart,"International, Pop/Rock"
MT0008428932,Q3,Only Our Rivers Run Free,"Folk, International"
MT0008431795,Q1,Roni,R&B
MT0008445371,Q1,You Are So Beautiful,R&B
MT0008493270,Q3,O Superman (For Massenet),"Avant-Garde, New Age, Pop/Rock"
MT0008497871,Q2,Crossfire,Pop/Rock
MT0008499614,Q2,Heaven Knows No Pain,"Electronic, International, Pop/Rock"
MT0008511909,Q2,The Day After,Rap
MT0008515901,Q3,Baby Please Don't Go,Blues
MT0008518738,Q3,After All the Good Is Gone,Country
MT0008530072,Q2,Withered and Torn,"International, Pop/Rock"
MT0008530652,Q4,Starlite Diner,"Country, Pop/Rock"
MT0008537015,Q1,The Song Is Over,Pop/Rock
MT0008548050,Q4,You Make Me So Very Happy,Reggae
MT0008554680,Q2,Welcome Home,Pop/Rock
MT0008565530,Q2,Problems,"Electronic, International, Pop/Rock"
MT0008570712,Q2,Heart of a Champion,"R&B, Rap"
MT0008573252,Q2,Desperate,"Electronic, International, Pop/Rock"
MT0008578405,Q2,Holy Wars... The Punnishment Due,Pop/Rock
MT0008596505,Q4,I Saw Mommy Kissing Santa Claus,"Holiday, R&B"
MT0008596537,Q2,Deathplay,"Electronic, International, Pop/Rock"
MT0008602863,Q2,Tess Shit,Rap
MT0008604277,Q3,Some People,Country
MT0008632122,Q1,Impressive Instant,"Electronic, Pop/Rock"
MT0008635124,Q2,The Testament of Stench,"International, Pop/Rock"
MT0008636271,Q3,Hurt Me,Pop/Rock
MT0008641724,Q2,Geto Boys Will Rock You,Rap
MT0008649724,Q2,Endless Cemetary,"Electronic, International, Pop/Rock"
MT0008652185,Q2,Chapel Perilous,"International, Pop/Rock"
MT0008672387,Q1,Larger Than Life,"Electronic, Pop/Rock"
MT0008673460,Q1,Feels Like the First Time,"Electronic, R&B"
MT0008684978,Q1,Keep It Comin' Love,"Pop/Rock, R&B"
MT0008690776,Q3,Not Dark Yet,Pop/Rock
MT0008709705,Q3,Worried Life Blues,Blues
MT0008734186,Q2,Darkness of Christ,Pop/Rock
MT0008734289,Q2,Siberian Divide,Pop/Rock
MT0008737859,Q3,I'll Lie Myself to Sleep,"Country, Pop/Rock"
MT0008740787,Q4,He Turned the Water into Wine,"Country, Religious"
MT0008750426,Q4,The Man With the Horn,Jazz
MT0008776764,Q2,Labeled,"Electronic, International, Pop/Rock"
MT0008790106,Q4,California Saga (On My Way to Sunny Califon-I-A),Pop/Rock
MT0008790360,Q2,Contaminated,"International, Pop/Rock"
MT0008791082,Q2,And So Is Life,"Electronic, International, Pop/Rock"
MT0008794071,Q4,First Noel,"Holiday, Vocal"
MT0008800327,Q2,Vanity,"Electronic, International, Pop/Rock"
MT0008806305,Q2,Decadent Messiah,"International, Pop/Rock"
MT0008813307,Q3,"Oh, Sister",Pop/Rock
MT0008813309,Q1,I Turned You On,"Electronic, R&B"
MT0008819987,Q4,Poor Wayfaring Stranger,"Folk, Pop/Rock"
MT0008830058,Q3,Running Dry (Requiem For the Rockets),
MT0008830314,Q1,"Let Me Go, Rock 'n' Roll",Pop/Rock
MT0008847144,Q1,Alright Hear This,"Electronic, Pop/Rock, Rap"
MT0008863436,Q2,Crystal Skull,Pop/Rock
MT0008869963,Q4,Moonlight in Vermont,"Jazz, Vocal"
MT0008882630,Q2,4st 7lb,Pop/Rock
MT0008883788,Q3,Blue,"Country, Folk, Pop/Rock"
MT0008891523,Q1,Too Much Heaven,"Pop/Rock, R&B"
MT0008899266,Q3,It's Funny to Everyone,Vocal
MT0008905721,Q3,Behind the Counter [Live],Pop/Rock
MT0008905908,Q3,It Tears Me Up,R&B
MT0008944393,Q4,Canadee-I-O,"Folk, Pop/Rock"
MT0008953247,Q3,My Hometown,Pop/Rock
MT0008960612,Q3,Tryin' Times,"Blues, R&B"
MT0008963540,Q3,Upstairs Downtown,Country
MT0008966305,Q1,Sexy 17,"Electronic, International"
MT0008969183,Q3,Sub-Culture,Pop/Rock
MT0008972801,Q1,Animal City,"Electronic, Latin, Pop/Rock, R&B"
MT0008990167,Q4,Come Rain or Come Shine,"Blues, Jazz, R&B"
MT0008999728,Q2,Rush of Deliverance,"Electronic, Pop/Rock"
MT0008999898,Q3,"Death Letter Blues, Pt. 2","Blues, Folk"
MT0009002136,Q3,Hot Stuff,Pop/Rock
MT0009005900,Q1,I Made the Prison Band,Country
MT0009008051,Q3,The Letter,"Pop/Rock, Rap"
MT0009010830,Q1,Hey You,"Electronic, Latin, Pop/Rock, R&B"
MT0009021889,Q3,Tried So Hard,Pop/Rock
MT0009025287,Q2,Ran Away Dark,Pop/Rock
MT0009025845,Q3,Outside World,Pop/Rock
MT0009041370,Q2,24 Hour Bulls***,"Electronic, International, Pop/Rock"
MT0009041848,Q1,Nothins Free,"R&B, Rap"
MT0009054976,Q4,Where Would I Be Without Jesus,"Country, Religious"
MT0009075362,Q4,Thank God I Found You,"Electronic, Pop/Rock, R&B"
MT0009112823,Q4,Blues Music,"Pop/Rock, Rap"
MT0009117202,Q2,Real Nillaz,Rap
MT0009123251,Q2,The Black Death,"International, Pop/Rock"
MT0009153900,Q1,Fanny (Be Tender With My Love),"Pop/Rock,Soft Rock,Contemporary Pop/Rock,Adult Contemporary"
MT0009159687,Q1,Looking for a New Love '05,"Electronic, Pop/Rock, R&B"
MT0009164591,Q3,I'm Still Not over You,Country
MT0009164605,Q1,Grown Things,"Pop/Rock, R&B"
MT0009165729,Q2,Drunk on a Bike,Pop/Rock
MT0009169626,Q3,You Don't Know Me,"Folk, Pop/Rock"
MT0009172291,Q2,Beautiful Horses,Pop/Rock
MT0009174874,Q2,Recipe for Hate...Warhorse,Pop/Rock
MT0009188643,Q1,Dudes,Reggae
MT0009206381,Q1,Love You Inside Out,"Pop/Rock, R&B"
MT0009208842,Q1,New Strings,Country
MT0009213083,Q1,Bananza (Belly Dancer),"Electronic, R&B"
MT0009217411,Q2,Throw Ya Gunz,Rap
MT0009220462,Q3,Mother's Last Farewell Kiss,"Country, Folk, International"
MT0009233872,Q1,"If I Had $1,000,000",Pop/Rock
MT0009239443,Q2,Pulse of the Maggots,"International, Pop/Rock"
MT0009246394,Q4,Yellow Bird,Easy Listening
MT0009253379,Q1,Midnight Lady,"Electronic, R&B"
MT0009263768,Q3,Four Down and Twelve Across,Country
MT0009278329,Q1,I Like Beer,"Country, Pop/Rock"
MT0009300582,Q3,Hunter,"Alternative/Indie Rock,Alternative Dance,Trip-Hop,Pop/Rock,Electronic,Electronica"
MT0009311775,Q2,No Easy Way Out,Pop/Rock
MT0009312856,Q3,Young Man's Town,Country
MT0009319587,Q2,A Way,Pop/Rock
MT0009320357,Q2,The Writ,Pop/Rock
MT0009321428,Q3,This Is a Lie,Pop/Rock
MT0009346128,Q2,House Gone Up in Flames,"Folk, Pop/Rock"
MT0009348908,Q2,The Politics of Starving,"Folk, Pop/Rock"
MT0009360971,Q2,Black Curtains,Pop/Rock
MT0009368615,Q3,Wasted Days and Wasted Nights,"Latin, Pop/Rock"
MT0009375581,Q4,Thanks for the Memories,"Jazz, Vocal"
MT0009378909,Q1,Eight Days On the Road,"Electronic, R&B"
MT0009385684,Q3,It Looks Like Rain,Pop/Rock
MT0009390091,Q1,Let's Ride,R&B
MT0009400121,Q2,Keep It Thoro,Rap
MT0009418269,Q2,Burn the Lies,Pop/Rock
MT0009425259,Q2,Sober and Irrelevant,Pop/Rock
MT0009430339,Q2,Confusion,Pop/Rock
MT0009464817,Q3,Rope of Sand,"Folk, Pop/Rock, R&B"
MT0009469599,Q3,Casey's Last Ride,Country
MT0009477836,Q3,Dreamer,Rap
MT0009495280,Q3,If I Don't See You Again,Pop/Rock
MT0009495283,Q3,Another Day (That Time Forgot),Pop/Rock
MT0009495284,Q3,One More Bite of the Apple,Pop/Rock
MT0009495285,Q3,Forgotten,Pop/Rock
MT0009521580,Q3,Forgiven,"Latin, Pop/Rock"
MT0009577134,Q2,Wake the Dead,Pop/Rock
MT0009619048,Q3,Gone with the Sin,"International, Pop/Rock"
MT0009631750,Q2,Break Down,"Electronic, International, Pop/Rock"
MT0009635389,Q2,Sycophantic,"Electronic, Pop/Rock"
MT0009635394,Q2,In Sickness Intertwined,"Electronic, Pop/Rock"
MT0009635397,Q2,Holy Pedophile,"Electronic, Pop/Rock"
MT0009693151,Q3,The Walls Are Starting to Crack,Pop/Rock
MT0009740290,Q4,Alright,"Country, Pop/Rock"
MT0009741521,Q4,Silent Night,Holiday
MT0009741760,Q4,Silent Night,"Holiday, Pop/Rock"
MT0009741774,Q4,Santa Claus Is Coming to Town,"Holiday, Jazz, Vocal"
MT0009781899,Q3,She Never Cried in Front of Me,Country
MT0009795009,Q4,Journey of the Angels,"Holiday, International, New Age, Pop/Rock"
MT0009868354,Q4,White Christmas,"Holiday, Vocal"
MT0009872131,Q2,The Elephant Riders,Pop/Rock
MT0009904717,Q1,Please Don't Stop,"Pop/Rock, R&B"
MT0009908994,Q2,Remnants of Whithered Decay [1990 Demo],Pop/Rock
MT0009968194,Q1,Beer Run (B-Double E-Double Are You In?),Country
MT0009996318,Q3,I'm a Fool To Want You [Take 3 - CL 1157],"Jazz, Vocal"
MT0010007878,Q3,The Crane Wife 3,Pop/Rock
MT0010007881,Q3,How Many Worlds,Pop/Rock
MT0010007882,Q3,In Germany Before the War,Pop/Rock
MT0010049476,Q4,She's A Woman,Country
MT0010054305,Q3,Once,Country
MT0010065680,Q1,Sugar,Rap
MT0010065686,Q1,Right Round,Rap
MT0010083757,Q4,Delta Momma Blues,"Country, Folk"
MT0010085729,Q1,Lemon Drop,Rap
MT0010100277,Q2,Run for Your Life,Pop/Rock
MT0010100278,Q1,When I'm Sixty-Four,Pop/Rock
MT0010100279,Q1,Lovely Rita,Pop/Rock
MT0010100283,Q3,She's Leaving Home,Pop/Rock
MT0010100285,Q1,Getting Better,Pop/Rock
MT0010100324,Q4,Julia,Pop/Rock
MT0010100333,Q1,"Ob-La-Di, Ob-La-Da",Pop/Rock
MT0010100428,Q4,Till There Was You,"Pop/Rock, Stage & Screen"
MT0010169019,Q1,Jump Off,Rap
MT0010203716,Q4,On Nature,"International, Reggae"
MT0010236541,Q1,Breathless,"Electronic, Pop/Rock"
MT0010257371,Q3,Blackie's Dead,Pop/Rock
MT0010261584,Q4,Yellow Submarine in Pepperland [Original Film Score],Stage & Screen
MT0010261588,Q1,All Together Now,Pop/Rock
MT0010278984,Q4,The Impossible (The Reprise),"Pop/Rock, R&B"
MT0010290775,Q4,Do You Hear What I Hear?,"Country, Holiday"
MT0010290785,Q4,The First Noel,"Country, Holiday"
MT0010290788,Q4,O' Little Town of Bethlehem,"Country, Holiday"
MT0010305995,Q4,O' Come All Ye Faithful (Adeste Fideles),"Country, Holiday"
MT0010310891,Q2,Psychopathy Red,Pop/Rock
MT0010310894,Q2,World Painted Blood,Pop/Rock
MT0010310896,Q2,Snuff,Pop/Rock
MT0010310897,Q2,Beauty Through Order,Pop/Rock
MT0010310898,Q2,Hate Worldwide,Pop/Rock
MT0010310899,Q2,Public Display Of Dismemberment,Pop/Rock
MT0010344415,Q1,For Your Entertainment,"Pop/Rock, Stage & Screen"
MT0010346228,Q1,Pick U Up,"Pop/Rock, Stage & Screen"
MT0010363782,Q3,Know These Things: Shouldn't You,R&B
MT0010368848,Q1,The Handiest Frenchman in the Caribbean,Pop/Rock
MT0010369823,Q2,Overt Enemy,Pop/Rock
MT0010375510,Q3,Let off Supm,Reggae
MT0010379209,Q4,Dreams,"International, Pop/Rock"
MT0010392442,Q1,"What a Night, What a Moon, What a Girl","Blues, Jazz, Vocal"
